Title,Year,Age,IMDb,Rotten Tomatoes
The Woman Hunter,1972,none,4.6,none
It Lives Inside,2018,none,2.8,none
Angle of Attack,2011,none,7.9,none
A Bullet for Sandoval,1969,13+,5.7,none
The 72 Desperate Rebels,1978,none,5.4,none
Mr. Doodle Kicks Off,1938,none,3.4,none
Killer by Nature,2010,none,3.7,none
300 Killers,2011,none,2.1,none
Crossfire: The Plot that Killed Kennedy,2014,none,7.4,none
Tommy Chong Presents Comedy at 420,2013,18+,5.2,none
Dead Aim,1971,18+,4.4,none
The Fuzzy Pink Nightgown,1957,none,5.9,none
Underexposed: A Women's Skateboarding Documentary,2013,none,6.9,none
Maximum Security,1997,18+,3.1,none
The Confessional,2009,none,6.5,none
Luk'Luk'I,2017,none,6.2,none
Roadhouse Girl,1953,none,5.8,none
Dawning of the Dead,2017,none,3.3,none
Hunting Buddies,2009,none,6.2,none
Love Trap,2004,none,4.5,none
Truth About Kerry,2010,none,5.2,none
Red Boots for Christmas,1995,all,6.9,none
Saint Nicholas,2018,none,4.5,none
Avengers Grimm,2015,none,2.7,none
Tappy Toes,2011,none,2.2,none
Murder in Law,1989,none,4.6,none
40 Days and Nights,2012,7+,2.4,none
The Ghost of Saint Aubin,2011,none,3.7,none
Devil's Cargo,1948,none,5.9,none
Silver Spurs,1943,none,6.4,none
जान तेरे नाम,1992,none,6,none
Colorado Sundown,1952,none,6.4,none
Off Season,2012,none,5.5,none
Check Point,2017,18+,3.2,none
Jane and the Lost City,1987,7+,4.3,none
My Name Is Paul,2013,none,5.2,none
Smile Pretty,2009,18+,5.1,none
Midwest Obsession,1995,none,6.1,none
Last Resort,1986,18+,4.1,none
The Revenger,1989,18+,4.7,none
Just 45 Minutes from Broadway,2012,18+,5,10%
House of Ghosts,2012,none,4.9,none
A Box of Faith,2015,all,5.7,none
Minstrel Man,1944,none,5,none
Old No. 587: The Great Train Robbery,2000,all,4.9,none
Skull World,2013,none,7.3,40%
Twisted Justice,1990,18+,3.7,none
Childish Things,1969,none,6.2,none
Dirty Paradise,2009,all,7.7,none
Nakshatra,2010,none,5.4,none
Cattle Stampede,1943,none,6.5,none
Private Information,1952,none,6.3,none
Wetbacks,1956,none,5.6,none
The Jungle King,1994,none,5.9,none
Undercover Kids,2004,7+,4.1,none
Shannon Street: Echoes Under a Blood Red Moon,2017,18+,7,none
Cruel World,2005,18+,3.9,none
Disciples,2014,18+,2.1,none
The Unholy Rollers,1972,18+,5.6,none
One Night in Taipei,2015,none,4.1,none
Hidden 3D,2011,none,3.2,none
The Queen of Hollywood Blvd,2018,none,4.9,none
Classroom 6,2015,none,3.6,none
The Unbeaten 28,1980,none,6.2,none
The Hoosier Schoolmaster,1935,none,5.8,none
Mother India,2015,13+,4.8,none
A Shepherd of Pure Heart,2005,none,5.4,none
Mega Piranha,2010,18+,2.4,8%
Hypnagogic,2015,none,3.3,none
High Lonesome,1950,7+,5.4,none
Shyamal Uncle Turns Off the Lights,2013,none,6.1,none
Alone for Christmas,2013,all,3.4,none
Forbidden Jungle,1950,none,4.2,none
Battle at Beaver Creek,2014,none,5.4,none
Twice Dead,1988,18+,5.4,none
State Department: File 649,1949,none,4.7,none
Dance the Past Into The Future,2014,none,6.8,none
Pauly Shore's Pauly-tics,2012,18+,4.7,none
Stone Temple Pilots: Alive in the Windy City,2012,none,6.6,none
Quest For The Lost Tribes,2003,none,7.5,none
The Junior Defenders,2007,none,4.3,none
Hidden Fears,1993,none,4.6,none
Oath of Vengeance,1944,none,6.2,none
Sex Ain't Love,2014,none,6,none
The Corrupted,2010,none,2.9,none
Colour from the Dark,2008,none,4.8,none
Roadside Massacre,2012,none,2.4,none
Sorrow,2015,none,2.8,none
California High,2015,16+,7.1,none
The Giant of Marathon,1959,none,5,none
The Crown and the Dragon,2013,none,3.9,none
Funland,1987,13+,4.5,none
The Busy Little Engine,2005,none,8,none
It Must Be Love,2004,none,5.4,none
Don't Pass Me By,2013,none,5.3,none
Identikit,1974,18+,5.5,none
The One Eyed Soldiers,1966,none,4.1,none
Murder Once Removed,1971,none,5.9,none
Sloppy the Psychotic,2012,18+,4.7,none
The Foreign Exchange Student,2018,none,5.7,none
Splintered,2010,none,4,25%
North v South,2015,18+,3.9,none
Bury My Heart with Tonawanda,2013,none,6.9,none
Relative Evil,2001,18+,5.7,none
Saint Street,2012,none,6.3,none
Down Here,2014,none,4.8,none
Bachelorette's Degree,2016,none,6.2,none
The Winner,1996,18+,4.8,17%
Rows,2015,none,4,none
Grace and Mercy,2006,7+,6.6,none
Made In Venice,2016,none,7,none
Man from Music Mountain,1938,none,6,none
Dealers Among Dealers,1995,none,7.4,none
A Gangland Love Story,2010,none,4.7,none
Nevada City,1941,none,6,none
Cocaine Conspiracy,2016,none,4.7,none
Spices of Liberty,2016,none,5.8,none
The Ballad of Billie Blue,1972,all,5.8,none
The List,2007,13+,5.1,none
The Supernaturals,1986,18+,4.2,none
Here Is Germany,1945,none,6.2,none
Jackhammer,2014,none,4.9,none
The Good Die Young,2018,none,6.3,none
In The House of Flies,2014,none,4.5,none
Trocadero,1944,none,6.1,none
Mona,2008,none,4.4,none
The Last Ones,2020,none,none,none
The Jungle Book: Search for the Lost Treasure,1998,none,5.6,none
Bury Them Deep,1968,none,5.6,none
7days 2guys 1juicer,2014,none,2.8,none
Logan's Syndrome,2017,none,7.2,none
Whitney Houston - We Will Always Love You,2012,none,7.2,none
Foreign Land,2016,none,4.7,none
The City Is Mine,2008,18+,4.4,none
Arkham Sanitarium: Soul Eater,2014,none,2.2,none
Where I Begin,2011,none,6.5,none
The Ranger and the Lady,1940,none,6.5,none
The Gay Amigo,1949,none,6.6,none
King Frat,1979,18+,4.4,none
Spivs,2004,none,5.4,none
Three of a Kind,1936,none,6.3,none
Utah,1945,none,5.8,none
The Blackout,2013,none,2.5,none
Delivery,2014,none,5.9,none
Creed of Gold,2014,none,4.4,none
Raja,1995,18+,5.3,none
Paigham,1959,none,6.8,none
Laurel & Hardy: Hats Off,2005,none,6.6,none
A Cry from Within,2014,none,3.6,none
Anthony Clark: Ambiguous,2012,18+,4.9,none
When's Your Birthday?,1937,none,5.7,none
Wild Horse,1931,none,6.2,none
The Unwanted,2014,none,3.9,none
In The Spider's Web,2007,none,3.5,none
Temptation,2009,none,2.6,none
Black Dragons,1942,none,4.3,none
Krishnashtami,2016,none,5.3,none
The Suffering,2016,none,4.4,none
The Famous Joe Project,2012,none,5.1,none
Monique Marvez: Not Skinny Not Blonde,2013,18+,6.9,none
Super Power,1980,18+,6.5,none
John Hus,1977,none,6.8,none
Honky Holocaust,2014,none,4.1,none
Pondemonium 2,2018,all,3.3,none
Justin Bieber: Rise to Fame,2011,all,1,none
The Astro-Zombies,1968,none,3.3,none
Warning from Space,1956,none,4.4,none
Safehouse,2008,18+,2.9,none
"Every Everything: The Music, Life & Times of Grant Hart",2013,13+,7.4,none
Prem Deewane,1992,none,5.3,none
Cold Pressed,2018,none,5,none
The First Howie Mandel Special,1983,none,5.8,none
False Pretenses,1935,none,6,none
The Ghost of Spoon River,2000,18+,4.3,none
Vampira,1974,7+,4.1,none
Out of Gas,2018,none,2.2,none
Walking with Wolves,2014,none,6.4,none
Git Along Little Dogies,1937,none,5.8,none
Seasons of a Life,2008,none,5.1,none
Willie Barcena: The Truth Hurts,2016,none,6.1,none
The Wayne Murder Case,1932,none,5.4,none
Dream a Little Dream 2,1995,13+,3.8,none
Iron Wolf,2014,none,2.5,none
The Displaced Person,1977,none,6.3,none
Dangerous Curves,2000,18+,4.5,none
I Love N.Y.,1987,18+,4.1,none
New Mexico,1951,none,5.7,none
La Vaca - Holy Cow,2011,none,5.6,none
Death in Small Doses,1957,none,6.2,none
Drive-In Massacre,1976,18+,3.5,none
3 Bears Christmas,2019,none,4.5,none
Invincible Super Chan,1971,none,5.5,none
100 Degrees Below Zero,2013,none,2.4,none
Save the Farm,2011,none,6.8,none
The Back 80,2017,none,6.5,none
Ground Zero,2010,none,4.4,none
Mister Scrooge to See You,2013,none,4.5,none
Meet the Boy Friend,1937,none,5.9,none
The Thirteenth Guest,1932,none,5.8,none
Blood and High Heels,2012,none,7.3,none
White Water Black Gold,2012,none,7.2,none
Last Love Lost,2015,none,7.2,none
War Devils,1969,7+,5.3,none
Time Lock,1957,none,6,none
Beasts Of The Bible,2013,all,6,none
The Love You Save,2011,none,5.2,none
Wombling Free,1977,none,5.2,none
The Stick Up,1977,none,5.5,none
Lucy's Really Lost Moments,1956,none,6.5,none
Courting Courtney,1997,none,5.5,none
Hollywood High,1976,18+,3.5,none
Street Warrior,2008,18+,4.5,none
San Fernando Valley,1944,none,7,none
Cop Hater,1958,7+,6.4,none
Quel maledetto ponte sull'Elba,1969,none,5.2,none
The Harrow,2016,none,4.5,none
Deserted,2016,none,4.8,none
Crash and Burn,2008,none,4.6,none
Inside IS: 10 Days in the Islamic State,2016,none,6.2,none
Samui Song,2017,18+,6.1,none
EuroClub,2016,none,3.9,none
My Country,2018,none,6.6,none
Nazis at the Center of the Earth,2012,18+,3.1,none
Slaughter Party,2005,none,2.5,none
Finish Line,2008,none,4.1,none
Tormented,1960,none,4.6,none
Freaks In Love,2011,none,7.9,none
The People's Enemy,1935,none,5.9,none
Cage of Evil,1960,none,5.4,none
Marshal of Cedar Rock,1953,none,6.5,none
Cuban Rebel Girls,1959,none,3.2,none
Murder on Lenox Avenue,1941,none,5.1,none
Howling IV: The Original Nightmare,1988,18+,3.5,none
Daydreamer,2007,none,5.1,none
The Talking Eggs,1993,none,6.2,none
Silent No More,2015,none,6,none
Life Fine Tuned,2012,none,6.2,none
Searchers 2.0,2007,18+,5.8,none
Dirtymoney,2013,none,4.8,none
Winning of the West,1953,all,6.7,none
Moon of the Wolf,1972,none,5,none
Concrete Cowboys,1979,none,5.3,none
Bible Conspiracies,2016,none,4.5,none
The Seven Commandments of Kung Fu,1979,none,6.8,none
Vacant House,2016,18+,3.4,none
Humble Beauty: Skid Row Artists,2008,none,7.8,none
The Devil's Mile,2014,none,3.8,none
The Oklahoma Cyclone,1930,all,4.3,none
Tornado,1943,7+,6.5,none
I m 24,2012,none,none,none
The Hard Ride,1971,7+,5.4,none
Sense of Urgency,2017,none,5.8,none
The Witching,2016,none,3.8,none
Telephone Operator,1937,none,5.9,none
On Angel Wings,2014,none,5.3,none
Broken Roads,2012,none,5,none
"Congratulations, It's a Boy!",1971,16+,6.1,none
Airline Disaster,2010,18+,2.5,none
Palmdale,2014,18+,5.6,none
Reuniting the Rubins,2011,7+,5.1,none
Jay Mohr: Happy. And A Lot.,2015,18+,6.6,none
Lifever,2013,none,6.1,none
And There Were 4,2018,none,3.8,none
Kirdar-E-Sardar,2017,none,7.4,none
Slash,2002,18+,4.2,none
Papa,2016,none,6.6,none
Earthstorm,2006,7+,3.6,none
Barricade,2012,13+,4.5,none
The Final Storm,2010,18+,3.6,none
Kid from Kwangtung,1982,18+,6.2,none
City Slacker,2012,none,5,none
A Valentine Carol,2007,7+,5.3,none
Maxie,1973,18+,2.8,none
Brutal,2012,none,4.5,none
Fenced Off,2011,7+,6.1,none
Return to the Lost World,1992,7+,5.1,none
Direct Hit,1994,18+,4.3,none
The Wounds We Cannot See,2017,none,6.5,none
Appalachia - The Endless Forest,2004,all,7.5,none
Michael Schenker: Temple Of Rock Live In Europe,2012,none,none,none
Road Trip For Ralphie: A Christmas Story Documentary,2008,none,6.8,none
The Last Treasure Hunt,2016,none,4,none
The Horror of Party Beach,1964,none,3.1,none
Sir Noface,2016,none,3.9,none
Girl Gang,1954,none,5.4,none
Kill the Golden Goose,1979,18+,5.1,none
Phoenix the Warrior,1988,none,3.8,none
Santorini Blue,2013,none,4.2,none
Clinger,2015,18+,4.8,none
Bullies,1986,18+,5.3,none
Watch Out,2008,none,4,none
Gallagher: Messin' Up Texas,1998,none,5,none
Paradise Isle,1937,none,5.2,none
Adam Lost His Apple,1965,none,3.5,none
Behind the Blue Veil,2013,13+,none,none
The Black Miami,2014,13+,none,none
In Memoriam Alexander Litvinenko,2007,none,0,none
Reverend I'm Available,2008,none,none,none
Robert Wise: American Filmmaker,2013,16+,none,none
Rwanda: The Royal Tour,2018,none,none,none
Beauty Bites Beast,2016,none,none,none
Secret Societies and Sacred Stones: From Mecca to Megaliths,2011,none,none,none
Circus Without Borders,2015,13+,none,none
Kundanapu Bomma,2016,all,none,none
From Philadelphia To Fallujah,2011,none,0,none
Mickey Cucchiella: Short Stories,2015,none,none,none
Gunsmoke Ranch,1937,all,5.9,none
Trigger Pals,1939,none,5.3,none
Crossroad,2012,13+,5,none
High School Hellcats,1958,none,5.7,none
Ready 2 Die,2014,16+,4.4,none
Zion Canyon: Treasure of the Gods,1996,all,6.1,none
In God's Hands,2014,7+,6.7,none
The Shattering,2015,none,3.5,none
Four Robbers,1987,none,4.9,none
Blur Circle,2016,none,6.9,none
Ride in a Pink Car,1974,7+,5.7,none
Bee People,2014,none,6.2,none
Cattle Queen of Montana,1954,none,5.6,none
Loveless in Los Angeles,2007,18+,4.8,none
Hamlet & Hutch,2017,all,5.7,none
Superstarlet A.D.,2000,none,4.9,none
Green Eyes,1934,none,5.2,none
The Pyramid - Finding the Truth,2011,none,7,none
Public Cowboy No. 1,1937,7+,5.6,none
The Payaso Comedy Slam,2007,18+,7,none
Sasirekha Parinayam,2009,none,5.2,none
Buckaroo,2005,13+,6.6,none
The Tell-Tale Heart,1991,none,5.1,none
The Lady Says No,1952,none,5.5,none
Savage Justice,1988,none,4.6,none
Sing Over Me,2014,none,4.7,none
What Really Frightens You?,2009,none,4.1,none
Alien Psychosis,2018,18+,2.1,none
Sometimes the Good Kill,2017,16+,4.7,none
King Me,2013,none,7.4,none
Misbehaving Husbands,1940,none,5.3,none
Inhumanity,2017,none,3.5,none
Exciting Dragon,1985,none,6.3,none
Geo-Disaster,2017,16+,2.7,none
Aliens: Zone of Silence,2017,18+,3.4,none
The Buddha Assassinator,1980,none,5.7,none
Late Rounders,2011,none,6.6,none
Planet Rethink,2013,7+,6.6,none
The Scandalous Four,2015,none,5.4,none
Seven Savage Men,1975,none,5.3,none
Clutter,2013,none,5.8,none
Headed South for Christmas,2013,none,6.6,none
The Mystery of the 13th Guest,1943,none,5.4,none
Return of Shanghai Joe,1975,none,4.3,none
Dark Vision,2015,none,3.2,none
Windows,1980,18+,4.8,none
Latin Divas Of Comedy,2007,18+,6.8,none
The Devil's Ground,2008,18+,4.4,none
Margarette's Feast,2002,none,6.9,none
co2,2010,none,2.9,none
The Bench,2014,none,6.9,none
Six Shootin' Sheriff,1938,none,6.5,none
The House with 100 Eyes,2012,none,4.4,none
2012 Doomsday,2008,13+,1.7,none
Shockwave: Surviving North America's Biggest Disaster,2009,none,7,none
"No, No, Nanette",1940,none,5.4,none
Chop Kick Panda,2011,all,1.9,none
Burning Man: Beyond Black Rock,2005,none,6.4,none
Land of Leopold,2014,none,5.3,none
Mop King,2013,none,6.5,none
And Then Came Summer,2000,none,4.6,none
Christmas at Maxwell's,2006,7+,5.7,none
Breakfast in Hollywood,1946,none,5.8,none
What Matters Most,2001,none,6.2,none
Tie the Knot,2016,none,3.3,none
The Kennedys’ Irish Mafia,2016,none,4.3,none
Black Angels,2009,none,6.7,none
Palakkattu Madhavan,2015,none,4.9,none
Distant Justice,1992,18+,4.9,none
The Possessed,1975,18+,4.9,none
Monsterwolf,2010,18+,3.6,none
"Exit the Dragon, Enter the Tiger",1976,18+,5,none
A Novel Romance,2011,none,4.6,none
Help Us Find Sunil Tripathi,2015,none,8.1,none
Rainbow Boys: The Movie,2005,none,5.5,none
Kate Bush: Under Review,2006,none,5.3,none
Sunset on the Desert,1942,none,6.3,none
Berlin Junction,2013,none,7,none
Back to Awesome,2015,none,7.2,none
Clonehunter,2009,18+,2.5,none
Taven,2015,none,3,none
Color Me You,2017,none,5.3,none
Lawless: Dead Evidence,2001,18+,5.7,none
Love in Pawn,1953,none,6,none
Dangar Doctor Jelly,2017,none,5.5,none
The Other Hell,1981,18+,4.7,none
Luna Park,2013,none,3.7,none
The Dawn,2006,18+,2,none
Coyotes,1999,none,6.1,none
Sun Dragon,1979,18+,6.1,none
Symphony of Living,1935,none,6.6,none
Heads for Sale,1970,none,6.5,none
Street Corner,1948,none,5.7,none
Speed Dating,2007,18+,5,none
Bottoms Up,2006,18+,2.2,none
White Tiger,1996,13+,5,none
A Killing Affair,1986,18+,5.7,none
UnCivil Liberties,2007,none,6,none
Runaway Hearts,2014,7+,4.6,none
Comin' at Ya!,1981,18+,5.1,none
Uncivilised,1936,none,5,none
"Come On, Tarzan",1932,none,6.9,none
The Hot Potato,2011,13+,5.4,none
Beauty Beneath the Dirt,2012,none,5.4,none
Cain Hill,2017,none,3.5,none
Made in Cleveland,2013,none,4.8,none
Devil Riders,1943,none,6,none
"What Now, Catherine Curtis?",1976,none,7.2,none
Soledad,2014,none,7,none
Poseidon Rex,2014,none,2.5,none
Return of the Boogeyman,1994,none,1.4,none
As Dreamers Do,2014,none,3.5,none
Red Sea,2016,all,5.3,none
The Widow's Might,2009,all,4.1,none
Devils of Darkness,1965,none,4.9,none
Eagle vs. Silver Fox,1980,18+,6.1,none
Chasing Grace,2015,none,4.4,none
Scary Story Slumber Party,2017,18+,2.7,none
Between the Devil and the Deep,2015,13+,6.1,none
Vraie Jeanne / fausse Jeanne,2007,none,5.7,none
Dark Waters,2003,18+,3.3,none
Love Simple,2009,none,5.5,none
Waterfront Lady,1935,none,5.9,none
Lies & Illusions,2009,18+,3.5,none
Wall Street Cowboy,1939,none,6.3,none
Angel of Vengeance,1987,18+,2.7,none
Wunderland,2018,13+,3.3,none
Billy the Kid Trapped,1942,all,5.5,none
Women and Water,2013,13+,7.1,none
Deadly Intent,2016,none,3.6,none
Blindside,1987,18+,4.8,none
Greencard Warriors,2014,13+,5.3,none
Man of Courage,1943,none,4.7,none
Dark Spirits,2008,none,3.2,none
Kiss of the Tarantula,1976,7+,4.4,none
The Telling,2009,18+,3.3,none
People Are Funny,1946,none,5.3,none
UFOs: 50 Years of Denial?,1997,none,6.5,none
Little Heroes,1999,none,4.8,none
Arrows of Fire,2010,none,6.3,none
Fight Valley,2016,none,2.6,none
Love Will Keep Us Together,2013,none,5.6,none
Another Barrio,2018,none,4.4,none
Tomorrow You're Gone,2012,none,3.7,7%
The Dungeon of Dr. Dreck,2008,none,5,none
The Black Kung Fu Experience,2012,none,6.5,none
Fired,2010,none,4.5,none
The most important thing in life is not being dead,2010,none,6.3,none
Defective,2017,none,3.5,none
Fight Like a Girl,2013,none,7.9,none
Jack Squad,2009,none,4.8,none
Soul,2020,none,none,none
Mystery of the Pink Dolphin,2015,none,7.1,none
Ocean Blues,2013,none,5.8,none
Daylight,2013,none,4,none
Holiday Miracle,2014,7+,4.2,none
RoboDoc,2009,18+,4.2,none
MegaFault,2009,13+,3.1,none
Fannie's Last Supper,2010,none,7,none
September Storm,1960,none,5.1,none
My Brother's War,2005,none,6,none
Dawn Express,1942,7+,4.5,none
The Naked Hills,1956,none,5.5,none
The Bashful Bachelor,1942,all,5.6,none
The Master of Kung Fu,1973,18+,6,none
Incident in an Alley,1962,none,5.6,none
Dead Eyes Open,2008,none,3.4,none
The Stilwell Road,1945,none,6.4,none
Alien Vs. Zombies,2017,none,3.9,none
The Bits of Yesterday,2018,none,5.3,none
Musketeers Forever,1998,none,4.6,none
Dragon Dies Hard,1976,18+,5.1,none
Fishtales,2017,all,4.2,none
Burden of Evil,2012,18+,4.4,none
Trip to Bhangarh,2014,13+,2.4,none
Stan Lee's Harpies,2007,none,2.1,none
Clean Before Loading,2013,none,7.8,none
Dating Daisy,2016,none,5.7,none
Der Andere - eine Familiengeschichte,2016,none,6.7,none
The Last Light,2014,none,3.7,none
Serial Kaller,2014,none,3.6,none
Love & Drugs,2018,none,6.3,none
The Living Ghost,1942,none,5.4,none
Bear,2010,18+,2.8,none
Camp Dread,2014,none,3.8,none
The Grift,2008,none,4.8,none
Player 5150,2008,18+,5,none
A Shriek in the Night,1933,none,5.3,none
500 MPH Storm,2013,7+,2.2,none
The House of Angelo,1997,none,7,none
Dil Tera Diwana,1996,none,5.1,none
House of Fallen,2008,18+,2.7,none
The Boxing Girls of Kabul,2012,none,6.9,none
Code of the Cactus,1939,none,6.2,none
Laundry Day,2015,none,5.1,none
Hickey,2017,16+,3.9,none
Blood Moon,2014,18+,4.6,none
Eruption: The Countdown Begins,2009,none,5.8,none
Overrun!,1970,none,5,none
Charlotte,2017,none,3.7,none
Never Leave Alive,2017,none,3.3,none
Method,2004,18+,4.4,none
Fathers of the Sport,2008,7+,6.3,none
Cain's Cutthroats,1970,18+,5.2,none
The Slaughter of the Vampires,1962,all,5.2,none
Red Passport,2003,18+,5.3,none
Roadside,2013,18+,3.8,none
